"orderNumber","occurrenceID","family","verbatimScientificName","identificationQualifier","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","eventDate","year","basisOfRecord","lifeStage","organismQuantity","organismQuantityType","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","locality","municipality","stateProvince","island","islandGroup","country","countryCode","recordedBy","identifiedBy","identificationRemarks","occurrenceRemarks","associatedMedia","kingdom","scientificName","taxonID","geodeticDatum","language","license","rightsHolder","datasetID","institutionCode","datasetName","taxonRank","nomenclaturalCode"
35,"WL:SNAIL:GC:OCC:00034","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2016-08-04,2016,"HumanObservation","adult",2,"exact count",28.0637,-15.4627,25,"Jardín Botánico Viera y Clavijo (Botanical garden Tafira Alta)","Las Palmas de Gran Canaria","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
36,"WL:SNAIL:GC:OCC:00035","Valloniidae","Vallonia costata",,"Vallonia","costata",,"(O.F. Müller, 1774)",2016-08-04,2016,"HumanObservation",,50,"estimate count",28.0637,-15.4627,25,"Jardín Botánico Viera y Clavijo (Botanical garden Tafira Alta)","Las Palmas de Gran Canaria","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Vallonia costata","checklist_snails_grancanaria:taxon:e341186528902a8da5c15dada7a30d53","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
37,"WL:SNAIL:GC:OCC:00036","Valloniidae","Vallonia pulchella",,"Vallonia","pulchella",,"(O.F. Müller, 1774)",2016-08-04,2016,"HumanObservation",,20,"estimate count",28.0637,-15.4627,25,"Jardín Botánico Viera y Clavijo (Botanical garden Tafira Alta)","Las Palmas de Gran Canaria","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Vallonia pulchella","checklist_snails_grancanaria:taxon:5b576aa37d4129ed9dd636cc4ee19216","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
38,"WL:SNAIL:GC:OCC:00037","Achatinidae","Rumina decollata",,"Rumina","decollata",,"(Linnaeus, 1758)",2016-08-04,2016,"HumanObservation","adult",1,"exact count",28.0321,-15.4554,25,"Caldera de Bandama","Santa Brígida","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870035637_bb85fbdc58_b.jpg | https://live.staticflickr.com/65535/49869195813_d39b8a9c2f_b.jpg","Animalia","Rumina decollata","checklist_snails_grancanaria:taxon:ed523f5acaa5cf7eed990e4102546fc6","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
39,"WL:SNAIL:GC:OCC:00038","Enidae","Napaeus obesatus",,"Napaeus","obesatus",,"(Webb & Berthelot, 1833)",2016-08-04,2016,"HumanObservation","adult",1,"exact count",28.0321,-15.4554,25,"Caldera de Bandama","Santa Brígida","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870035637_bb85fbdc58_b.jpg | https://live.staticflickr.com/65535/49869195813_d39b8a9c2f_b.jpg","Animalia","Napaeus obesatus","checklist_snails_grancanaria:taxon:d9daba1a127e8b02464fd65b2ae41bb1","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
40,"WL:SNAIL:GC:OCC:00039","Geomitridae","Monilearia montigena",,"Monilearia","montigena",,"Bank, Groh & Ripken, 2002",2016-08-04,2016,"HumanObservation","adult",9,"exact count",28.0321,-15.4554,25,"Caldera de Bandama","Santa Brígida","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869955676_c427762a85_b.jpg | https://live.staticflickr.com/65535/49870035637_bb85fbdc58_b.jpg | https://live.staticflickr.com/65535/49869195813_d39b8a9c2f_b.jpg","Animalia","Monilearia montigena","checklist_snails_grancanaria:taxon:a9104be5d809b92d2d754f19eea9e7e9","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
41,"WL:SNAIL:GC:OCC:00040","Helicidae","Hemicycla ethelema",,"Hemicycla","ethelema",,"(J. Mabille, 1882)",2016-08-04,2016,"HumanObservation","adult",5,"exact count",28.0321,-15.4554,25,"Caldera de Bandama","Santa Brígida","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870035637_bb85fbdc58_b.jpg | https://live.staticflickr.com/65535/49869195813_d39b8a9c2f_b.jpg","Animalia","Hemicycla ethelema","checklist_snails_grancanaria:taxon:9ae636c7bbb4db40afeb14c28e4f0628","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
42,"WL:SNAIL:GC:OCC:00041","Helicidae","Hemicycla glasiana",,"Hemicycla","glasiana",,"(Shuttleworth, 1852)",2016-08-04,2016,"HumanObservation","adult",10,"exact count",28.0321,-15.4554,25,"Caldera de Bandama","Santa Brígida","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870035637_bb85fbdc58_b.jpg | https://live.staticflickr.com/65535/49869195813_d39b8a9c2f_b.jpg","Animalia","Hemicycla glasiana","checklist_snails_grancanaria:taxon:67ee0a8700bdfa2b78c8dcb7ecc82931","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
43,"WL:SNAIL:GC:OCC:00042","Geomitridae","Cernuella virgata",,"Cernuella","virgata",,"(da Costa, 1778)",2016-08-06,2016,"HumanObservation","adult",3,"exact count",28.0298,-15.5517,25,"North of Lomo del Gállego","Teror","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Cernuella virgata","checklist_snails_grancanaria:taxon:78e3e0015225ecbf2557ec9cc810bd2a","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
44,"WL:SNAIL:GC:OCC:00043","Geomitridae","Monilearia tumulorum",,"Monilearia","tumulorum",,"(Webb & Berthelot, 1833)",2016-08-07,2016,"HumanObservation",,,,28.16,-15.4336,25,"East of Playa del Confital (SW La Isleta)","Las Palmas de Gran Canaria","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869955676_c427762a85_b.jpg | https://live.staticflickr.com/65535/49869728111_7629ef6487_b.jpg | https://live.staticflickr.com/65535/49869195368_afdc10391a_b.jpg | https://live.staticflickr.com/65535/49869195703_f8c27aa315_b.jpg","Animalia","Monilearia tumulorum","checklist_snails_grancanaria:taxon:3fcb8d31d66206e3c3ca6e86e8f298b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
45,"WL:SNAIL:GC:OCC:00044","Helicidae","Hemicycla glasiana",,"Hemicycla","glasiana",,"(Shuttleworth, 1852)",2016-08-07,2016,"HumanObservation",,,,28.16,-15.4336,25,"East of Playa del Confital (SW La Isleta)","Las Palmas de Gran Canaria","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"(sub)fossil","https://live.staticflickr.com/65535/49869728111_7629ef6487_b.jpg | https://live.staticflickr.com/65535/49869195368_afdc10391a_b.jpg | https://live.staticflickr.com/65535/49869195703_f8c27aa315_b.jpg","Animalia","Hemicycla glasiana","checklist_snails_grancanaria:taxon:67ee0a8700bdfa2b78c8dcb7ecc82931","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
46,"WL:SNAIL:GC:OCC:00045","Helicidae","Hemicycla saulcyi carta",,"Hemicycla","saulcyi","carta","(J. Mabille, 1882)",2016-08-07,2016,"HumanObservation",,,,28.16,-15.4336,25,"East of Playa del Confital (SW La Isleta)","Las Palmas de Gran Canaria","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"(sub)fossil","https://live.staticflickr.com/65535/49869728111_7629ef6487_b.jpg | https://live.staticflickr.com/65535/49869195368_afdc10391a_b.jpg | https://live.staticflickr.com/65535/49869195703_f8c27aa315_b.jpg","Animalia","Hemicycla saulcyi carta","checklist_snails_grancanaria:taxon:b39104bc13d80021ed0849900df258a7","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
47,"WL:SNAIL:GC:OCC:00046","Helicidae","Theba pisana",,"Theba","pisana",,"(O.F. Müller, 1774)",2016-08-07,2016,"HumanObservation",,,,28.16,-15.4336,25,"East of Playa del Confital (SW La Isleta)","Las Palmas de Gran Canaria","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Theo Ripken",,"empty shell","https://live.staticflickr.com/65535/49869728111_7629ef6487_b.jpg | https://live.staticflickr.com/65535/49869195368_afdc10391a_b.jpg | https://live.staticflickr.com/65535/49869195703_f8c27aa315_b.jpg","Animalia","Theba pisana","checklist_snails_grancanaria:taxon:ba1598720717ed0f2c48f4c5cd4ae03e","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
48,"WL:SNAIL:GC:OCC:00047","Pomatiidae","Pomatias adjunctus",,"Pomatias","adjunctus",,"(Mousson, 1872)",2016-08-07,2016,"HumanObservation",,,,28.16,-15.4336,25,"East of Playa del Confital (SW La Isleta)","Las Palmas de Gran Canaria","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"(sub)fossil","https://live.staticflickr.com/65535/49869728111_7629ef6487_b.jpg | https://live.staticflickr.com/65535/49869195368_afdc10391a_b.jpg | https://live.staticflickr.com/65535/49869195703_f8c27aa315_b.jpg","Animalia","Pomatias adjunctus","checklist_snails_grancanaria:taxon:5f9454cef8f3dba48433d497d3f14cee","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
49,"WL:SNAIL:GC:OCC:00048","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2016-08-07,2016,"HumanObservation",,,,28.16,-15.4336,25,"East of Playa del Confital (SW La Isleta)","Las Palmas de Gran Canaria","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869728111_7629ef6487_b.jpg | https://live.staticflickr.com/65535/49869195368_afdc10391a_b.jpg | https://live.staticflickr.com/65535/49869195703_f8c27aa315_b.jpg","Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
50,"WL:SNAIL:GC:OCC:00049","Enidae","Napaeus moquinianus",,"Napaeus","moquinianus",,"(Webb & Berthelot, 1833)",2016-08-09,2016,"HumanObservation",,30,"estimate count",28.0936,-15.594,100,"Los Tilos de Moya","Moya","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869778818_77da9f822d_b.jpg | https://live.staticflickr.com/65535/49869277488_3550e9b5ff_b.jpg | https://live.staticflickr.com/65535/49870116482_b4a33da82c_b.jpg | https://live.staticflickr.com/65535/49870116242_0e478b2c7b_b.jpg https://live.staticflickr.com/65535/49870115992_0c5b727221_b.jpg","Animalia","Napaeus moquinianus","checklist_snails_grancanaria:taxon:b5c888ef7cc912115dae5687d2983a7c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
51,"WL:SNAIL:GC:OCC:00050","Geomitridae","Monilearia spec.",,"Monilearia",,,,2016-08-09,2016,"HumanObservation",,40,"estimate count",28.0936,-15.594,25,"Los Tilos de Moya","Moya","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell","https://live.staticflickr.com/65535/49869955676_c427762a85_b.jpg | https://live.staticflickr.com/65535/49869277488_3550e9b5ff_b.jpg | https://live.staticflickr.com/65535/49870116482_b4a33da82c_b.jpg | https://live.staticflickr.com/65535/49870116242_0e478b2c7b_b.jpg | https://live.staticflickr.com/65535/49870115992_0c5b727221_b.jpg","Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
52,"WL:SNAIL:GC:OCC:00051","Geomitridae","Xerotricha aff. orbignii","aff.","Xerotricha","aff. orbignii",,,2016-08-09,2016,"HumanObservation","juvenile",4,"exact count",28.0936,-15.594,25,"Los Tilos de Moya","Moya","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","same species as on Tenerife?","empty shell","https://live.staticflickr.com/65535/49870263932_2e20984371_b.jpg | https://live.staticflickr.com/65535/49869277488_3550e9b5ff_b.jpg | https://live.staticflickr.com/65535/49870116482_b4a33da82c_b.jpg | https://live.staticflickr.com/65535/49870116242_0e478b2c7b_b.jpg | https://live.staticflickr.com/65535/49870115992_0c5b727221_b.jpg","Animalia","Xerotricha orbignii","checklist_snails_grancanaria:taxon:bae53a0a05e4213ab11b430ec853d924","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
53,"WL:SNAIL:GC:OCC:00052","Geomitridae","Xerotricha conspurcata",,"Xerotricha","conspurcata",,"(Draparnaud, 1801)",2016-08-09,2016,"HumanObservation",,20,"estimate count",28.0936,-15.594,25,"Los Tilos de Moya","Moya","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869277488_3550e9b5ff_b.jpg | https://live.staticflickr.com/65535/49870116482_b4a33da82c_b.jpg | https://live.staticflickr.com/65535/49870116242_0e478b2c7b_b.jpg | https://live.staticflickr.com/65535/49870115992_0c5b727221_b.jpg","Animalia","Xerotricha conspurcata","checklist_snails_grancanaria:taxon:f2c1623a9c2d988346365d8b2428f4f6","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
54,"WL:SNAIL:GC:OCC:00053","Helicidae","Hemicycla glasiana",,"Hemicycla","glasiana",,"(Shuttleworth, 1852)",2016-08-09,2016,"HumanObservation","adult",15,"exact count",28.0936,-15.594,100,"Los Tilos de Moya","Moya","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869277488_3550e9b5ff_b.jpg | https://live.staticflickr.com/65535/49870116482_b4a33da82c_b.jpg | https://live.staticflickr.com/65535/49870116242_0e478b2c7b_b.jpg | https://live.staticflickr.com/65535/49870115992_0c5b727221_b.jpg","Animalia","Hemicycla glasiana","checklist_snails_grancanaria:taxon:67ee0a8700bdfa2b78c8dcb7ecc82931","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
55,"WL:SNAIL:GC:OCC:00054","Helicidae","Hemicycla guamartemes",,"Hemicycla","guamartemes",,"(Grasset, 1857)",2016-08-09,2016,"HumanObservation","adult",10,"exact count",28.0936,-15.594,100,"Los Tilos de Moya","Moya","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869277488_3550e9b5ff_b.jpg | https://live.staticflickr.com/65535/49870116482_b4a33da82c_b.jpg | https://live.staticflickr.com/65535/49870116242_0e478b2c7b_b.jpg | https://live.staticflickr.com/65535/49870115992_0c5b727221_b.jpg","Animalia","Hemicycla guamartemes","checklist_snails_grancanaria:taxon:264cebc89ec403b3627fe0d34f52a8a6","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
56,"WL:SNAIL:GC:OCC:00055","Oxychilidae","Oxychilus draparnaudi",,"Oxychilus","draparnaudi",,"(H. Beck, 1837)",2016-08-09,2016,"HumanObservation","adult",5,"exact count",28.0936,-15.594,25,"Los Tilos de Moya","Moya","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869277488_3550e9b5ff_b.jpg | https://live.staticflickr.com/65535/49870116482_b4a33da82c_b.jpg | https://live.staticflickr.com/65535/49870116242_0e478b2c7b_b.jpg | https://live.staticflickr.com/65535/49870115992_0c5b727221_b.jpg","Animalia","Oxychilus draparnaudi","checklist_snails_grancanaria:taxon:5f1f1bb0c6f17d32734f737a6cb621cb","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
57,"WL:SNAIL:GC:OCC:00056","Oxychilidae","Oxychilus draparnaudi",,"Oxychilus","draparnaudi",,"(H. Beck, 1837)",2016-08-09,2016,"HumanObservation","juvenile",1,"exact count",28.0936,-15.594,25,"Los Tilos de Moya","Moya","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869277488_3550e9b5ff_b.jpg | https://live.staticflickr.com/65535/49870116482_b4a33da82c_b.jpg | https://live.staticflickr.com/65535/49870116242_0e478b2c7b_b.jpg | https://live.staticflickr.com/65535/49870115992_0c5b727221_b.jpg","Animalia","Oxychilus draparnaudi","checklist_snails_grancanaria:taxon:5f1f1bb0c6f17d32734f737a6cb621cb","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
58,"WL:SNAIL:GC:OCC:00057","Pomatiidae","Pomatias adjunctus",,"Pomatias","adjunctus",,"(Mousson, 1872)",2016-08-09,2016,"HumanObservation","adult",2,"exact count",28.0936,-15.594,25,"Los Tilos de Moya","Moya","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869277488_3550e9b5ff_b.jpg | https://live.staticflickr.com/65535/49870116482_b4a33da82c_b.jpg | https://live.staticflickr.com/65535/49870116242_0e478b2c7b_b.jpg | https://live.staticflickr.com/65535/49870115992_0c5b727221_b.jpg","Animalia","Pomatias adjunctus","checklist_snails_grancanaria:taxon:5f9454cef8f3dba48433d497d3f14cee","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
