orderNumber,occurrenceID,family,scientificName,genus,species,subspecies,author,eventDate,year,state,individualCount,juvenileCount,adultCount,countMethod,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,locality,municipality,stateProvince,island,islandGroup,country,countryCode,recordedBy,basisOfRecord,disposition,etiket_ref,collection,determinavit (det.),occurrenceRemarks
276,WL:SNAIL:OCC:ES:00275,Helicidae,Hemicycla psathyra cf. temperata,Hemicycla,psathyra,cf. temperata,"(Mousson, 1872)",05/02/2020,2020,empty shell,15,,,estimate,27.7933445,-15.54347706,25,Barranco del Tariscal del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,18,Ward Langeraert,Ward Langeraert,"location is strange, large globular shells"
277,WL:SNAIL:OCC:ES:00276,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",05/02/2020,2020,empty shell,1,0,1,exact,27.79330444,-15.54351044,25,Barranco del Tariscal del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
278,WL:SNAIL:OCC:ES:00277,Geomitridae,Obelus despreauxii,Obelus,despreauxii,,"(d´Orbigny, 1839)",05/02/2020,2020,(sub)fossil,25,,,estimate,27.74512863,-15.57508469,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,19,Ward Langeraert,Ward Langeraert,
279,WL:SNAIL:OCC:ES:00278,Geomitridae,Monilearia pulverulenta,Monilearia,pulverulenta,,"(R.T. Lowe, 1861)",05/02/2020,2020,(sub)fossil,10,,,estimate,27.74523544,-15.57510853,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,19,Ward Langeraert,Ward Langeraert,
280,WL:SNAIL:OCC:ES:00279,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",05/02/2020,2020,(sub)fossil,5,,,exact,27.74548912,-15.57510853,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
281,WL:SNAIL:OCC:ES:00280,Helicidae,Theba geminata,Theba,geminata,,"(Mousson, 1857)",05/02/2020,2020,empty shell,1,0,1,exact,27.74546432,-15.5751152,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,19,Ward Langeraert,Ward Langeraert,subadult
282,WL:SNAIL:OCC:ES:00281,Geomitridae,Cochlicella barbara,Cochlicella,barbara,,"(Linnaeus, 1758)",05/02/2020,2020,empty shell,1,1,0,exact,27.74497986,-15.57546616,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,19,Ward Langeraert,Ward Langeraert,
283,WL:SNAIL:OCC:ES:00282,Geomitridae,Obelus pumilio,Obelus,pumilio,,"(Dillwyn, 1817)",05/02/2020,2020,(sub)fossil,1,0,1,exact,27.74411201,-15.57733154,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,20,Ward Langeraert,Ward Langeraert,
284,WL:SNAIL:OCC:ES:00283,Geomitridae,Monilearia pulverulenta,Monilearia,pulverulenta,,"(R.T. Lowe, 1861)",05/02/2020,2020,(sub)fossil,30,,,estimate,27.74412727,-15.57739544,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,20,Ward Langeraert,Ward Langeraert,"some shells flatter and with wider umbilicus (like M. arguineguinensis), but suture, keel and size like M. pulverulenta"
285,WL:SNAIL:OCC:ES:00284,Geomitridae,Obelus despreauxii,Obelus,despreauxii,,"(d´Orbigny, 1839)",05/02/2020,2020,(sub)fossil,40,,,estimate,27.74412727,-15.57739162,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,20,Ward Langeraert,Ward Langeraert,
286,WL:SNAIL:OCC:ES:00285,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",05/02/2020,2020,(sub)fossil,1,0,1,exact,27.74405861,-15.57737541,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,20,Ward Langeraert,Ward Langeraert,
287,WL:SNAIL:OCC:ES:00286,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",05/02/2020,2020,(sub)fossil,6,1,5,exact,27.73927689,-15.58535862,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,21,Ward Langeraert,Ward Langeraert,
288,WL:SNAIL:OCC:ES:00287,Geomitridae,Obelus despreauxii,Obelus,despreauxii,,"(d´Orbigny, 1839)",05/02/2020,2020,(sub)fossil,3,1,2,exact,27.73919296,-15.58541298,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,21,Ward Langeraert,Ward Langeraert,
289,WL:SNAIL:OCC:ES:00288,Geomitridae,Monilearia pulverulenta,Monilearia,pulverulenta,,"(R.T. Lowe, 1861)",05/02/2020,2020,(sub)fossil,2,,,exact,27.73919296,-15.58541298,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,21,Ward Langeraert,Ward Langeraert,
290,WL:SNAIL:OCC:ES:00289,Helicidae,Theba geminata,Theba,geminata,,"(Mousson, 1857)",05/02/2020,2020,(sub)fossil,1,1,0,exact,27.73919296,-15.58541298,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,21,Ward Langeraert,Ward Langeraert,
291,WL:SNAIL:OCC:ES:00290,Helicidae,Otala lactea,Otala,lactea,,"(O.F. Müller, 1774)",07/02/2020,2020,empty shell,5,0,5,exact,27.98452568,-15.78273773,25,La Aldea de San Nicolás de Tolentino,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
292,WL:SNAIL:OCC:ES:00291,Helicidae,Hemicycla psathyra temperata,Hemicycla,psathyra,temperata,"(Mousson, 1872)",07/02/2020,2020,empty shell,1,0,1,exact,27.97922134,-15.77190495,25,Molino de Agua,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
293,WL:SNAIL:OCC:ES:00292,Helicidae,Theba geminata,Theba,geminata,,"(Mousson, 1857)",07/02/2020,2020,alive,3,0,3,exact,27.97904205,-15.77173615,25,Molino de Agua,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
294,WL:SNAIL:OCC:ES:00293,Helicidae,Theba geminata,Theba,geminata,,"(Mousson, 1857)",07/02/2020,2020,empty shell,20,,,estimate,27.97903442,-15.77173519,25,Molino de Agua,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,22,Ward Langeraert,Ward Langeraert,
295,WL:SNAIL:OCC:ES:00294,Helicidae,Otala lactea,Otala,lactea,,"(O.F. Müller, 1774)",07/02/2020,2020,empty shell,2,0,2,exact,27.97860527,-15.77147293,25,Molino de Agua,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
296,WL:SNAIL:OCC:ES:00295,Helicidae,Hemicycla psathyra temperata,Hemicycla,psathyra,temperata,"(Mousson, 1872)",07/02/2020,2020,empty shell,30,,,estimate,27.97743225,-15.7685585,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,23,Ward Langeraert,Ward Langeraert,both large globular shells as more flattened shells
297,WL:SNAIL:OCC:ES:00296,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",07/02/2020,2020,empty shell,1,0,1,exact,27.97727776,-15.76835728,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,23,Ward Langeraert,Ward Langeraert,
298,WL:SNAIL:OCC:ES:00297,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",07/02/2020,2020,empty shell,20,,,estimate,27.97725868,-15.76834965,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,23,Ward Langeraert,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
299,WL:SNAIL:OCC:ES:00298,Vitrinidae,Insulivitrina nogalesi,Insulivitrina,nogalesi,,"Alonso & Ibáñez, 1990",07/02/2020,2020,empty shell,2,0,2,exact,27.97716904,-15.76831055,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,23,Ward Langeraert,Ward Langeraert,
300,WL:SNAIL:OCC:ES:00299,Geomitridae,Xerotricha aff. orbignii,Xerotricha,aff. orbignii,,,07/02/2020,2020,empty shell,3,3,0,exact,27.97716904,-15.76833057,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,23,Ward Langeraert,Ward Langeraert,same species as on Tenerife?
301,WL:SNAIL:OCC:ES:00300,Streptaxidae,Gibbulinella aff. dewinteri,Gibbulinella,aff. dewinteri,,,07/02/2020,2020,empty shell,4,1,3,exact,27.97780418,-15.76633644,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,23,Ward Langeraert,Ward Langeraert,shell more slender than G. aff. dealbata
302,WL:SNAIL:OCC:ES:00301,Pomatiidae,Pomatias aff. laevigatus,Pomatias,aff. laevigatus,,,07/02/2020,2020,empty shell,6,,,exact,27.97766876,-15.7662487,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,23,Ward Langeraert,Ward Langeraert,"smooth surface, same species as on Tenerife?"
303,WL:SNAIL:OCC:ES:00302,Enidae,Napaeus venegueraensis,Napaeus,venegueraensis,,"Artiles, Santana & Deniz, 2011",07/02/2020,2020,empty shell,4,1,3,exact,27.97766876,-15.7662487,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,23,Ward Langeraert,Ward Langeraert,
304,WL:SNAIL:OCC:ES:00303,Enidae,Napaeus cf. venegueraensis,Napaeus,cf. venegueraensis,,,07/02/2020,2020,empty shell,1,0,1,exact,27.97766876,-15.7662487,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,23,Ward Langeraert,Ward Langeraert,"smaller and with a more pointed top, subadult of N. venegueraensis?"
305,WL:SNAIL:OCC:ES:00304,Helicidae,Hemicycla psathyra temperata,Hemicycla,psathyra,temperata,"(Mousson, 1872)",07/02/2020,2020,empty shell,30,,,estimate,27.98385048,-15.75283241,25,Between Barranco de la Aldea and Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,24,Ward Langeraert,Ward Langeraert,both large globular shells as more flattened shells
306,WL:SNAIL:OCC:ES:00305,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",07/02/2020,2020,empty shell,30,,,estimate,27.98427391,-15.75175095,25,Between Barranco de la Aldea and Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,24,Ward Langeraert,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
307,WL:SNAIL:OCC:ES:00306,Helicidae,Hemicycla saponacea,Hemicycla,saponacea,,"(R.T. Lowe, 1861)",07/02/2020,2020,empty shell,3,0,3,exact,27.98427391,-15.75175095,25,Between Barranco de la Aldea and Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,24,Ward Langeraert,Ward Langeraert,
308,WL:SNAIL:OCC:ES:00307,Enidae,Napaeus venegueraensis,Napaeus,venegueraensis,,"Artiles, Santana & Deniz, 2011",07/02/2020,2020,empty shell,11,5,6,exact,27.98419952,-15.75110054,25,Between Barranco de la Aldea and Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,24,Ward Langeraert,Ward Langeraert,
309,WL:SNAIL:OCC:ES:00308,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",07/02/2020,2020,empty shell,7,,7,exact,27.98419952,-15.75111675,25,Between Barranco de la Aldea and Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,24,Ward Langeraert,Ward Langeraert,
310,WL:SNAIL:OCC:ES:00309,Enidae,Napaeus validoi,Napaeus,validoi,,"Ibáñez, Alonso & Martín, 2011",07/02/2020,2020,empty shell,5,1,4,exact,27.98419952,-15.75110054,25,Between Barranco de la Aldea and Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,24,Ward Langeraert,Ward Langeraert,
311,WL:SNAIL:OCC:ES:00310,Geomitridae,Xerotricha aff. orbignii,Xerotricha,aff. orbignii,,,07/02/2020,2020,empty shell,3,1,2,exact,27.98425674,-15.75098705,25,Between Barranco de la Aldea and Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,24,Ward Langeraert,Ward Langeraert,same species as on Tenerife?
312,WL:SNAIL:OCC:ES:00311,Pomatiidae,Pomatias aff. laevigatus,Pomatias,aff. laevigatus,,,07/02/2020,2020,empty shell,1,,,exact,27.98424721,-15.75104427,25,Between Barranco de la Aldea and Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,24,Ward Langeraert,Ward Langeraert,"smooth surface, same species as on Tenerife?"
313,WL:SNAIL:OCC:ES:00312,Streptaxidae,Gibbulinella aff. dewinteri,Gibbulinella,aff. dewinteri,,,07/02/2020,2020,empty shell,3,2,1,exact,27.98424721,-15.75104427,25,Between Barranco de la Aldea and Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,24,Ward Langeraert,Ward Langeraert,shell more slender than G. aff. dealbata
314,WL:SNAIL:OCC:ES:00313,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",07/02/2020,2020,empty shell,1,,,exact,27.98274231,-15.74924183,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
315,WL:SNAIL:OCC:ES:00314,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",07/02/2020,2020,empty shell,1,,,exact,27.98272324,-15.74927711,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
316,WL:SNAIL:OCC:ES:00315,Pomatiidae,Pomatias aff. laevigatus,Pomatias,aff. laevigatus,,,07/02/2020,2020,empty shell,4,0,4,exact,27.98270607,-15.74937248,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,27,Ward Langeraert,Ward Langeraert,"smooth surface, same species as on Tenerife?"
317,WL:SNAIL:OCC:ES:00316,Enidae,Napaeus venegueraensis,Napaeus,venegueraensis,,"Artiles, Santana & Deniz, 2011",07/02/2020,2020,empty shell,1,,1,exact,27.98283958,-15.74889183,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,27,Ward Langeraert,Ward Langeraert,
318,WL:SNAIL:OCC:ES:00317,Helicidae,Hemicycla psathyra temperata,Hemicycla,psathyra,temperata,"(Mousson, 1872)",07/02/2020,2020,empty shell,10,,,estimate,27.98283958,-15.74889183,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,27,Ward Langeraert,Ward Langeraert,both large globular shells as more flattened shells
319,WL:SNAIL:OCC:ES:00318,Streptaxidae,Gibbulinella aff. dewinteri,Gibbulinella,aff. dewinteri,,,07/02/2020,2020,empty shell,1,1,0,exact,27.98283195,-15.74891663,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,27,Ward Langeraert,Ward Langeraert,shell more slender than G. aff. dealbata
320,WL:SNAIL:OCC:ES:00319,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",07/02/2020,2020,alive,1,,,exact,27.9828167,-15.74892521,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
321,WL:SNAIL:OCC:ES:00320,Enidae,Napaeus validoi,Napaeus,validoi,,"Ibáñez, Alonso & Martín, 2011",07/02/2020,2020,empty shell,2,0,2,exact,27.98283958,-15.74889183,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,27,Ward Langeraert,Ward Langeraert,
322,WL:SNAIL:OCC:ES:00321,Helicidae,Hemicycla saponacea,Hemicycla,saponacea,,"(R.T. Lowe, 1861)",07/02/2020,2020,empty shell,4,0,4,exact,27.98283958,-15.74889183,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,27,Ward Langeraert,Ward Langeraert,
323,WL:SNAIL:OCC:ES:00322,Planorbidae,Ancylus striatus,Ancylus,striatus,,"Quoy & Gaimard, 1834",07/02/2020,2020,empty shell,7,,,exact,27.98278999,-15.74809265,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,25,Ward Langeraert,Ward Langeraert,
324,WL:SNAIL:OCC:ES:00323,Physidae,Physella acuta,Physella,acuta,,"(Draparnaud, 1805)",07/02/2020,2020,empty shell,20,,,estimate,27.98280716,-15.74811554,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,25,Ward Langeraert,Ward Langeraert,
325,WL:SNAIL:OCC:ES:00324,Physidae,Physella acuta,Physella,acuta,,"(Draparnaud, 1805)",07/02/2020,2020,alive,1,,,exact,27.98280716,-15.74811554,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
326,WL:SNAIL:OCC:ES:00325,Lymnaeidae,Pseudosuccinea columella,Pseudosuccinea,columella,,"(Say, 1817)",07/02/2020,2020,empty shell,30,,,estimate,27.98280907,-15.74809933,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,25,Ward Langeraert,Ward Langeraert,
327,WL:SNAIL:OCC:ES:00326,Lymnaeidae ,Radix auricularia,Radix,auricularia,,"(Linnaeus, 1758)",07/02/2020,2020,empty shell,1,1,0,exact,27.98279762,-15.74812222,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,25,Ward Langeraert,Ward Langeraert,
328,WL:SNAIL:OCC:ES:00327,Planorbidae,Gyraulus parvus,Gyraulus,parvus,,"(Say, 1817)",07/02/2020,2020,empty shell,2,0,2,exact,27.98283577,-15.74813175,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,25,Ward Langeraert,Ward Langeraert,
329,WL:SNAIL:OCC:ES:00328,Planorbidae,Ancylus striatus,Ancylus,striatus,,"Quoy & Gaimard, 1834",07/02/2020,2020,empty shell,20,,,estimate,27.98220062,-15.74792004,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,26,Ward Langeraert,Ward Langeraert,
330,WL:SNAIL:OCC:ES:00329,Lymnaeidae,Pseudosuccinea columella,Pseudosuccinea,columella,,"(Say, 1817)",07/02/2020,2020,empty shell,40,,,estimate,27.98219872,-15.74791813,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,26,Ward Langeraert,Ward Langeraert,
331,WL:SNAIL:OCC:ES:00330,Physidae,Physella acuta,Physella,acuta,,"(Draparnaud, 1805)",07/02/2020,2020,empty shell,10,,,estimate,27.98219872,-15.74791813,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,26,Ward Langeraert,Ward Langeraert,
332,WL:SNAIL:OCC:ES:00331,Lymnaeidae ,Radix auricularia,Radix,auricularia,,"(Linnaeus, 1758)",07/02/2020,2020,empty shell,20,,,estimate,27.98221397,-15.74792862,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,26,Ward Langeraert,Ward Langeraert,
333,WL:SNAIL:OCC:ES:00332,Physidae,Physella acuta,Physella,acuta,,"(Draparnaud, 1805)",07/02/2020,2020,alive,10,,,estimate,27.98224831,-15.74795914,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
334,WL:SNAIL:OCC:ES:00333,Planorbidae,Ancylus striatus,Ancylus,striatus,,"Quoy & Gaimard, 1834",07/02/2020,2020,alive,40,,,estimate,27.98224449,-15.74793053,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
335,WL:SNAIL:OCC:ES:00334,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",07/02/2020,2020,empty shell,2,,,exact,27.98180199,-15.74763775,25,Barranco del Pino Gordo,La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
336,WL:SNAIL:OCC:ES:00335,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",07/02/2020,2020,empty shell,2,1,1,exact,27.97816658,-15.74850941,25,Barranco del Pino Gordo (Casas de Pino Gordo),La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
337,WL:SNAIL:OCC:ES:00336,Enidae,Napaeus validoi,Napaeus,validoi,,"Ibáñez, Alonso & Martín, 2011",07/02/2020,2020,empty shell,1,0,1,exact,27.97840881,-15.74837589,25,Barranco del Pino Gordo (Casas de Pino Gordo),La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,28,Ward Langeraert,Ward Langeraert,
338,WL:SNAIL:OCC:ES:00337,Pomatiidae,Pomatias aff. laevigatus,Pomatias,aff. laevigatus,,,07/02/2020,2020,empty shell,1,,,exact,27.97850037,-15.74841785,25,Barranco del Pino Gordo (Casas de Pino Gordo),La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"smooth surface, same species as on Tenerife?"
339,WL:SNAIL:OCC:ES:00338,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",07/02/2020,2020,empty shell,1,0,1,exact,27.97849274,-15.74839211,25,Barranco del Pino Gordo (Casas de Pino Gordo),La Aldea de San Nicolás ,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
340,WL:SNAIL:OCC:ES:00339,Geomitridae,Monilearia arguineguinensis,Monilearia,arguineguinensis,,"(Seddon & Aparicio, 1998)",08/02/2020,2020,empty shell,36,16,20,exact,27.772892,-15.67826843,25,Barranquillo de Pino Seco (N of Cornisa del Suroeste),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,29,Ward Langeraert,Ward Langeraert,
341,WL:SNAIL:OCC:ES:00340,Helicidae,Hemicycla saponacea,Hemicycla,saponacea,,"(R.T. Lowe, 1861)",08/02/2020,2020,empty shell,17,3,14,exact,27.772892,-15.67826939,25,Barranquillo de Pino Seco (N of Cornisa del Suroeste),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,29,Ward Langeraert,Ward Langeraert,
